0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,62,62,0,0,0,18,18,0,0,28,0,0,0,0,0,25,0,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,62,62,62,62,0,0,18,11,18,0,28,0,22,18,25,0,24,0,0,25,28,22,24,27,0,24,19,19,24,25,0,26,26,26,26,28,0,0,0,19,16,19,28
0,0,0,0,0,0,0,62,62,62,62,0,0,18,18,18,0,28,0,22,0,0,0,24,0,0,30,0,0,24,26,0,0,27,0,0,22,0,26,20,0,0,24,0,19,19,22,19,20,0
0,0,0,0,0,0,0,62,62,62,62,0,0,18,18,0,0,0,0,0,29,26,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25,0,26,0,0,0,0,0,0,19,0,19,11,0
0,0,0,0,0,0,0,62,62,62,62,0,0,18,25,0,8,22,0,0,29,0,0,26,0,0,24,0,0,0,0,0,0,22,0,0,0,0,26,0,0,0,24,0,0,20,0,0,0,0
0,0,0,0,0,0,0,62,62,62,62,0,0,0,11,9,10,12,0,0,29,29,0,21,0,0,27,0,0,23,0,0,0,32,0,0,0,0,28,25,24,24,14,0,0,19,31,26,26,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,10,11,0,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,0,0,23,0,0,24,0,0,0,32,30,0,0,0,0,20,0,0,30,0,0,25,24,13,30,0,23,29,24,20,16,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,26,0,0,0,25,30,23,0,0,0,20,0,0,0,0,27,25,0,24,30,0,23,25,0,0,0,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,30,30,0,0,20,20,0,17,0,0,27,27,0,0,26,0,0,0,0,0,26,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,31,0,0,0,0,0,29,0,0,20,28,0,17,22,0,27,25,0,0,28,0,0,27,0,0,26,0
0,0,0,0,0,0,0,11,11,0,0,0,0,27,25,25,0,26,0,0,25,0,0,31,0,0,0,30,0,30,0,0,20,0,17,17,0,0,27,27,0,0,29,0,0,10,0,26,26,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,26,0,17,0,0,27,27,27,27,27,0,0,0,25,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20,20,0,0,0,0,0,0,24,24,24,24,24,0,0,27,28,28,29,0,0,28,25,25,0,0,0,25,0,0,25,0,0,24,0,24,0,27,0,24,25,23,24,24,0
0,0,0,0,0,20,20,0,0,0,0,0,0,24,24,24,24,24,0,0,27,0,28,28,0,0,25,0,25,30,0,0,19,25,28,25,29,0,24,0,0,27,0,0,0,0,0,0,0,0
0,0,0,0,0,20,20,0,0,0,0,0,0,24,0,0,0,0,0,0,26,0,0,30,0,0,27,0,0,0,29,0,0,0,0,0,0,0,24,25,0,0,26,0,0,24,0,0,0,0
