13,23,16,1,0
39,1,27,1,0
40,1,27,1,0
38,1,27,1,0
38,1,28,1,0
36,1,27,1,0
37,1,26,1,0
34,1,26,1,0
35,1,26,1,0
37,7,53,2,0
18,22,35,1,0
18,24,34,1,0
11,23,35,2,0
9,35,10,1,0
4,28,18,1,0
4,28,14,1,0
4,28,25,1,0
4,28,19,1,0
4,28,18,1,0
4,28,61,1,0
18,29,10,1,0
18,29,10,1,0
5,20,36,1,0
5,20,44,1,0
25,24,14,1,0
25,24,13,1,0
30,16,51,2,0
30,16,51,2,0
30,16,58,2,0
30,16,29,2,0
36,13,17,1,0
36,13,15,1,0
36,13,13,1,0
36,13,26,1,0
36,13,14,1,0
47,13,68,1,0
47,13,52,1,0
47,13,66,1,0
45,11,11,1,0
45,11,26,1,0
22,28,38,1,0
22,28,15,1,0
4,28,20,1,0
4,28,21,1,0
4,28,16,1,0
45,5,30,1,0
45,5,28,1,0
45,5,18,1,0
45,11,23,1,0
45,11,23,1,0
45,11,23,1,0
45,11,16,1,0
54,3,25,1,0
54,3,25,1,0
54,3,18,1,0
54,3,12,1,0
54,3,22,1,0
54,3,24,1,0
54,3,12,1,0
54,3,12,1,0
54,3,14,1,0
54,3,32,1,0
54,3,23,1,0
54,3,33,1,0
54,3,26,1,0
54,3,22,1,0
54,3,13,1,0
62,4,23,1,0
62,4,24,1,0
62,4,24,1,0
62,4,32,1,0
62,4,25,1,0
62,4,24,1,0
62,4,22,1,0
62,4,14,1,0
62,4,22,1,0
4,28,23,1,0
36,13,18,1,0
62,4,24,1,0
62,4,24,1,0
60,30,0,1,0
89,2,18,1,0
95,3,16,1,0
93,6,14,1,0
75,6,15,1,0
97,11,19,4,0
64,11,15,1,0
69,11,13,1,0
88,11,16,3,0
73,11,20,4,0
75,11,24,2,0
98,12,21,4,0
80,12,16,4,0
73,13,9,1,0
78,12,14,2,0
75,13,10,2,0
89,13,12,1,0
73,14,11,1,0
60,14,21,1,0
64,14,17,1,0
61,15,30,4,0
73,15,14,3,0
85,15,16,3,0
86,15,16,4,0
92,15,20,4,0
59,15,16,4,0
81,14,9,1,0
81,13,26,4,0
81,12,11,1,0
78,15,24,3,0
77,7,27,1,0
95,15,15,4,0
97,15,16,2,0
56,16,11,1,0
55,16,14,1,0
60,15,9,1,0
93,3,24,1,0
95,12,19,4,0
90,11,19,3,0
86,11,14,4,0
85,11,26,2,0
87,14,10,1,0
89,14,9,1,0
88,15,15,4,0
89,15,15,4,0
93,15,23,4,0
95,14,9,1,0
81,15,18,2,0
80,14,10,1,0
80,15,16,4,0
80,31,21,2,0
74,32,24,4,0
90,32,26,4,0
22,79,28,3,0
22,81,29,4,0
10,82,24,3,0
26,82,23,2,0
9,81,10,1,0
22,89,22,2,0
18,90,11,2,0
22,90,12,2,0
22,92,11,2,0
28,93,15,1,0
22,93,27,3,0
27,31,17,1,0
22,32,11,1,0
14,39,14,1,0
28,53,22,4,0
28,56,21,1,0
4,56,19,2,0
27,57,20,1,0
29,57,16,4,0
6,57,20,3,0
22,61,26,4,0
12,61,17,4,0
14,61,30,4,0
20,61,19,4,0
9,61,44,1,0
11,61,26,1,0
14,62,17,3,0
22,62,25,2,0
18,62,20,4,0
11,63,13,1,0
27,64,18,4,0
14,64,26,3,0
26,65,28,4,0
12,65,24,4,0
14,66,25,4,0
5,66,20,4,0
20,69,14,1,0
22,69,16,4,0
19,69,15,4,0
26,69,27,4,0
14,70,28,4,0
21,73,26,4,0
20,73,25,4,0
14,73,25,1,0
11,74,26,1,0
1,77,29,1,0
0,77,30,1,0
19,78,26,4,0
9,77,15,1,0
17,78,27,4,0
17,79,14,1,0
21,78,28,4,0
22,77,28,3,0
22,78,28,3,0
26,86,18,2,0
28,86,25,4,0
27,89,26,4,0
81,27,27,3,0
51,27,28,3,0
96,28,26,3,0
77,28,26,4,0
73,28,25,4,0
54,28,23,4,0
57,28,24,4,0
58,28,22,4,0
55,28,24,4,0
35,29,26,4,0
51,29,23,4,0
64,29,23,3,0
72,30,10,1,0
87,29,10,1,0
97,30,9,1,0
76,30,9,1,0
93,30,13,1,0
95,30,10,1,0
61,30,11,1,0
97,31,20,1,0
72,32,25,4,0
21,93,10,1,0
26,94,23,4,0
22,94,30,3,0
26,96,25,4,0
22,99,26,3,0
17,99,27,4,0
19,99,25,4,0
18,99,25,4,0
18,44,12,1,0
19,48,12,1,0
26,46,25,4,0
28,48,11,1,0
26,48,24,3,0
1,54,26,4,0
2,56,26,1,0
26,57,19,4,0
26,53,20,1,0
11,45,10,1,0
1,57,23,3,0
3,57,17,4,0
18,46,28,1,0
26,55,22,4,0
26,54,11,1,0
1,61,25,4,0
2,61,26,4,0
3,61,25,4,0
4,61,23,4,0
5,61,23,4,0
6,61,23,4,0
5,62,24,4,0
5,64,23,4,0
9,63,30,1,0
11,65,27,3,0
9,66,21,3,0
4,65,23,4,0
10,69,24,2,0
9,71,15,4,0
9,72,20,4,0
17,69,28,3,0
18,71,29,1,0
18,72,25,3,0
18,73,24,3,0
22,73,20,2,0
22,71,27,3,0
22,70,27,4,0
26,71,29,4,0
22,64,26,4,0
26,62,18,4,0
26,63,15,4,0
26,61,11,1,0
27,61,19,1,0
28,61,20,4,0
17,61,21,4,0
18,65,28,1,0
17,64,10,1,0
21,65,24,4,0
23,65,25,4,0
2,71,15,1,0
6,74,24,2,0
12,70,31,3,0
19,65,18,1,0
9,64,17,4,0
27,73,14,2,0
4,74,24,4,0
26,66,29,4,0
1,79,27,3,0
11,81,9,1,0
18,81,15,1,0
27,90,29,1,0
21,98,11,3,0
18,95,14,4,0
18,92,27,1,0
19,91,9,1,0
26,98,25,1,0
20,89,8,1,0
21,96,19,1,0
22,86,28,2,0
18,89,25,2,0
78,53,36,4,0
91,53,16,4,0
56,53,22,4,0
79,53,29,4,0
96,53,22,4,0
76,53,22,4,0
64,53,24,3,0
63,53,26,1,0
39,53,27,1,0
87,53,28,3,0
98,53,30,1,0
51,54,25,4,0
60,36,29,2,0
63,47,11,1,0
44,37,23,2,0
56,49,25,3,0
56,49,27,3,0
47,64,26,4,0
47,62,24,4,0
44,61,28,3,0
54,62,20,1,0
62,65,14,4,0
64,66,13,4,0
64,64,14,4,0
61,57,22,4,0
62,56,28,2,0
61,53,28,1,0
59,53,33,1,0
58,53,29,2,0
55,53,27,4,0
54,55,9,1,0
77,19,8,1,0
88,19,14,4,0
61,19,31,2,0
60,19,21,4,0
86,19,15,3,0
75,19,23,2,0
90,19,20,3,0
81,19,15,3,0
85,20,15,3,0
92,20,17,4,0
93,20,21,4,0
76,21,9,3,0
91,21,9,1,0
98,20,20,2,0
85,21,18,4,0
70,20,24,1,0
74,22,11,1,0
85,23,18,4,0
95,23,14,4,0
60,22,29,2,0
98,23,27,3,0
96,24,25,4,0
76,23,20,4,0
75,24,25,3,0
73,24,21,4,0
60,24,19,2,0
60,32,23,3,0
71,32,27,4,0
75,32,25,3,0
93,32,24,4,0
95,32,15,4,0
61,32,26,4,0
69,32,27,4,0
91,32,26,4,0
65,32,27,4,0
68,32,28,4,0
92,32,26,4,0
45,32,24,3,0
82,32,27,4,0
85,33,21,4,0
57,31,12,1,0
52,32,12,1,0
85,36,23,4,0
30,98,31,1,0
46,98,17,4,0
55,99,10,1,0
62,99,26,2,0
64,98,20,1,0
38,99,30,3,0
61,49,27,1,0
61,47,20,1,0
61,36,27,4,0
43,39,29,3,0
43,40,25,2,0
37,36,27,4,0
47,40,28,3,0
39,36,25,4,0
35,36,31,3,0
47,36,26,4,0
36,36,28,4,0
76,36,17,4,0
38,37,9,1,0
85,37,23,4,0
91,37,23,4,0
35,37,24,4,0
71,37,29,1,0
98,38,21,4,0
39,38,27,4,0
78,37,13,1,0
47,38,20,4,0
77,38,12,1,0
48,39,25,4,0
74,40,25,3,0
75,40,30,2,0
45,40,23,1,0
64,40,14,1,0
39,44,22,1,0
78,45,29,2,0
70,46,16,1,0
58,46,25,1,0
60,46,11,1,0
76,48,27,1,0
69,48,12,1,0
59,48,32,4,0
94,49,22,4,0
58,49,31,1,0
95,49,24,4,0
36,48,18,1,0
51,53,27,4,0
53,53,22,4,0
40,54,14,1,0
57,55,10,1,0
92,55,17,2,0
39,55,27,4,0
80,56,19,2,0
43,56,16,4,0
58,57,25,4,0
64,56,27,3,0
73,57,24,4,0
79,57,27,2,0
69,56,13,1,0
56,57,20,4,0
55,57,27,3,0
59,57,26,4,0
80,57,23,1,0
76,57,21,2,0
95,57,21,3,0
44,57,19,4,0
90,57,15,4,0
37,57,26,4,0
97,57,22,2,0
47,57,11,1,0
91,57,17,2,0
93,57,17,2,0
35,57,21,2,0
52,57,29,2,0
31,57,25,4,0
93,61,14,4,0
43,61,26,4,0
95,61,15,4,0
52,61,14,1,0
69,61,26,4,0
91,61,16,4,0
30,61,25,4,0
46,61,23,4,0
77,61,27,1,0
36,62,10,1,0
76,61,22,1,0
74,62,25,1,0
31,61,19,1,0
45,62,10,1,0
56,61,15,4,0
81,62,24,4,0
43,63,26,4,0
76,63,12,1,0
60,62,19,2,0
97,63,18,4,0
35,63,27,3,0
38,62,21,2,0
73,62,19,2,0
86,62,22,2,0
87,62,15,1,0
90,62,15,1,0
78,63,10,1,0
96,63,9,1,0
64,96,25,4,0
56,96,26,4,0
35,96,25,4,0
51,97,25,4,0
55,97,28,4,0
39,98,29,4,0
64,86,28,3,0
45,86,24,3,0
39,87,27,4,0
63,87,20,2,0
47,88,22,4,0
39,88,26,4,0
30,88,24,4,0
47,89,25,4,0
63,89,11,2,0
55,89,24,4,0
51,91,28,3,0
56,91,14,4,0
63,90,26,3,0
64,90,28,2,0
54,91,24,4,0
38,90,23,1,0
31,92,9,1,0
68,93,27,1,0
51,94,25,4,0
30,94,24,4,0
48,94,30,2,0
51,95,25,4,0
53,95,24,4,0
30,96,26,3,0
68,96,13,3,0
35,98,30,4,0
59,99,10,1,0
68,99,25,2,0
34,64,25,4,0
43,64,27,4,0
97,64,9,1,0
39,64,26,4,0
77,64,9,1,0
95,65,9,1,0
47,64,8,1,0
90,65,12,1,0
97,65,10,1,0
48,65,10,1,0
39,65,26,4,0
79,65,14,1,0
74,65,21,2,0
77,66,13,4,0
46,66,13,4,0
94,66,16,4,0
36,65,16,4,0
53,65,19,4,0
59,65,21,4,0
34,65,20,4,0
58,65,17,4,0
68,65,15,4,0
98,66,19,3,0
37,65,27,3,0
96,66,16,4,0
43,66,26,4,0
44,66,26,4,0
54,65,14,3,0
47,66,26,4,0
51,66,20,3,0
89,66,24,3,0
39,66,26,4,0
85,69,18,4,0
63,69,19,2,0
54,70,14,4,0
31,69,14,3,0
57,69,16,4,0
81,69,16,4,0
61,69,15,4,0
70,69,23,2,0
76,70,23,2,0
56,70,19,4,0
93,70,29,2,0
70,70,12,1,0
55,71,9,1,0
81,71,25,4,0
30,71,28,2,0
51,70,27,4,0
64,71,19,3,0
68,71,15,3,0
81,72,20,4,0
51,72,18,4,0
78,72,14,1,0
76,72,19,4,0
56,72,26,4,0
81,73,23,4,0
54,73,21,4,0
61,74,26,4,0
76,74,18,4,0
45,74,18,1,0
81,74,20,1,0
52,74,18,4,0
79,74,16,4,0
70,73,15,2,0
72,73,14,2,0
68,73,15,2,0
73,77,21,4,0
53,78,22,4,0
63,78,22,4,0
52,77,20,4,0
51,78,23,4,0
65,78,21,4,0
77,78,20,4,0
71,78,21,4,0
89,78,21,4,0
54,78,17,4,0
73,78,21,4,0
93,78,13,4,0
90,78,24,4,0
87,78,24,4,0
94,78,16,4,0
91,78,17,3,0
51,79,22,4,0
86,79,19,3,0
73,79,22,4,0
53,80,11,1,0
64,80,24,4,0
85,81,24,1,0
96,82,14,4,0
94,82,14,4,0
31,81,22,2,0
71,82,20,3,0
78,82,25,4,0
79,82,25,3,0
84,82,28,4,0
87,82,17,4,0
89,82,18,4,0
90,82,29,3,0
76,82,15,4,0
81,83,14,4,0
68,83,14,1,0
47,86,25,4,0
63,86,16,4,0
42,86,24,4,0
44,86,19,3,0
43,53,28,3,0
43,54,26,4,0
38,53,24,4,0
39,56,25,4,0
39,57,25,4,0
48,61,24,1,0
61,65,16,4,0
30,54,18,4,0
31,56,25,4,0
52,21,13,1,0
54,19,15,1,0
55,19,11,1,0
35,30,24,4,0
35,32,11,1,0
36,31,11,1,0
36,32,26,4,0
39,32,29,3,0
39,30,22,4,0
31,31,27,4,0
30,29,13,1,0
43,32,25,1,0
64,28,30,3,0
40,24,11,1,0
38,32,29,2,0
60,28,20,2,0
63,32,26,4,0
37,40,13,1,0
36,38,13,1,0
31,40,30,1,0
30,46,18,4,0
30,47,25,4,0
51,48,13,1,0
58,44,29,1,0
60,45,29,3,0
61,45,26,2,0
30,53,18,4,0
30,64,24,4,0
61,54,10,1,0
51,64,21,3,0
56,65,12,4,0
63,61,18,2,0
64,62,14,2,0
46,53,16,1,0
35,61,20,4,0
58,73,19,2,0
52,70,29,4,0
59,69,16,4,0
53,81,21,2,0
56,82,21,2,0
61,82,19,3,0
62,82,26,1,0
64,82,27,2,0
59,78,24,3,0
61,78,20,4,0
62,78,21,4,0
60,79,12,1,0
61,79,20,1,0
55,78,22,4,0
56,78,22,4,0
51,82,27,4,0
53,82,20,2,0
30,74,25,2,0
59,81,18,4,0
59,82,26,4,0
53,70,11,1,0
58,70,12,1,0
43,87,27,3,0
47,91,30,4,0
44,91,32,4,0
39,86,26,4,0
34,86,25,4,0
35,86,16,4,0
36,86,28,3,0
30,87,24,4,0
30,86,25,3,0
30,89,26,1,0
54,86,26,4,0
56,86,28,3,0
55,88,24,4,0
60,89,20,3,0
60,91,31,2,0
55,94,30,3,0
55,95,30,3,0
54,94,13,1,0
59,95,29,3,0
61,94,24,1,0
62,95,20,4,0
63,95,16,4,0
64,94,24,4,0
64,95,24,4,0
61,99,25,4,0
60,97,27,2,0
51,99,27,4,0
52,99,27,4,0
54,99,27,4,0
56,99,27,4,0
55,98,29,4,0
51,96,27,3,0
35,94,32,4,0
43,97,28,2,0
43,99,26,2,0
44,89,22,2,0
30,91,21,4,0
38,95,23,2,0
34,88,30,2,0
34,89,22,4,0
34,90,27,4,0
52,90,25,4,0
53,91,24,4,0
37,86,22,4,0
98,47,27,4,0
98,49,28,3,0
81,45,12,1,0
80,45,27,2,0
78,48,25,2,0
79,49,26,4,0
81,47,27,4,0
80,49,26,4,0
81,49,28,4,0
77,40,25,3,0
78,40,22,1,0
93,49,28,3,0
95,36,16,1,0
90,37,14,2,0
72,37,26,4,0
69,39,16,1,0
87,40,13,1,0
85,38,22,4,0
71,56,19,2,0
70,53,25,4,0
68,53,27,1,0
67,95,24,2,0
67,94,19,4,0
68,91,28,1,0
68,90,16,4,0
68,89,17,4,0
69,24,21,2,0
71,23,27,3,0
78,19,14,4,0
80,19,24,3,0
71,28,18,4,0
76,28,24,3,0
76,32,25,4,0
78,32,26,4,0
78,28,25,4,0
79,28,24,4,0
81,29,12,4,0
85,31,26,4,0
86,32,18,4,0
88,32,24,3,0
89,32,28,4,0
87,28,24,4,0
85,28,25,3,0
85,29,25,4,0
89,28,26,4,0
98,29,24,3,0
98,27,25,4,0
95,21,21,2,0
96,20,20,2,0
96,22,11,1,0
87,23,24,1,0
98,32,19,4,0
79,20,11,1,0
68,30,8,1,0
75,29,10,1,0
68,28,28,2,0
74,28,26,4,0
75,28,20,4,0
86,24,15,4,0
74,37,25,1,0
75,36,24,1,0
72,40,13,1,0
81,38,21,2,0
80,36,33,2,0
80,39,12,1,0
87,37,18,4,0
93,37,24,4,0
96,36,17,4,0
97,36,18,4,0
98,36,26,3,0
98,40,11,1,0
96,41,26,1,0
95,41,27,1,0
93,40,26,1,0
92,40,19,4,0
90,40,29,4,0
98,45,26,4,0
96,45,26,1,0
92,45,30,2,0
93,45,30,1,0
97,48,17,1,0
71,53,24,4,0
73,53,27,3,0
74,53,23,4,0
75,53,22,4,0
80,53,29,4,0
81,53,28,2,0
75,55,21,2,0
80,61,20,4,0
71,61,28,4,0
71,64,9,1,0
68,64,11,1,0
69,64,11,1,0
81,65,26,3,0
81,64,18,4,0
87,64,12,1,0
90,66,21,4,0
91,66,16,4,0
92,65,9,1,0
93,65,14,4,0
97,61,17,4,0
93,53,21,3,0
95,53,20,3,0
90,55,21,1,0
90,53,26,4,0
85,53,32,2,0
85,55,18,2,0
85,55,24,4,0
84,57,19,4,0
86,57,19,4,0
87,57,21,4,0
89,57,17,4,0
72,54,11,1,0
75,54,11,1,0
89,56,15,1,0
85,56,24,4,0
92,62,11,1,0
93,62,12,1,0
94,62,8,1,0
68,61,23,4,0
70,65,18,4,0
71,65,15,4,0
79,61,29,3,0
85,66,27,2,0
86,66,16,4,0
87,65,19,4,0
89,53,19,3,0
68,81,17,4,0
68,79,20,4,0
68,77,27,4,0
70,78,15,4,0
72,82,17,4,0
73,82,18,4,0
75,82,24,3,0
75,81,18,4,0
75,79,18,3,0
81,81,29,2,0
85,78,22,4,0
86,82,28,4,0
91,81,11,3,0
90,80,10,1,0
93,81,20,2,0
96,74,17,3,0
95,74,17,4,0
90,74,19,4,0
89,74,24,4,0
87,73,23,4,0
85,70,17,4,0
94,69,15,1,0
95,69,13,4,0
96,70,17,4,0
98,71,14,4,0
98,72,14,4,0
98,73,13,1,0
97,74,15,1,0
98,74,17,1,0
96,81,11,1,0
86,71,20,2,0
90,72,22,3,0
91,74,14,3,0
93,74,28,4,0
98,70,18,3,0
78,78,25,4,0
81,78,19,4,0
81,79,21,4,0
85,73,15,3,0
29,48,22,1,0
29,53,12,1,0
29,61,24,4,0
94,21,9,1,0
60,96,25,4,0
60,54,9,1,0
69,36,27,1,0
97,46,11,1,0
71,2,15,1,0
69,15,13,1,0
92,12,25,1,0
97,6,26,1,0
80,6,28,2,0
72,7,13,1,0
87,4,28,1,0
79,3,15,1,0
47,98,22,2,0
44,95,20,2,0
60,87,22,2,0
51,87,20,2,0
12,88,62,1,0
18,86,11,1,0
14,82,32,2,0
1,81,20,1,0
28,78,28,2,0
6,79,17,1,0
63,73,19,2,0
89,70,23,2,0
39,71,21,1,0
4,71,24,2,0
2,64,19,1,0
35,53,19,1,0
20,55,27,1,0
12,55,29,1,0
87,46,17,1,0
74,46,21,1,0
55,46,13,1,0
45,45,20,1,0
14,47,20,1,0
22,45,13,1,0
57,38,16,1,0
18,37,27,1,0
28,38,20,1,0
47,32,22,2,0
91,29,22,2,0
47,28,15,2,0
43,28,21,2,0
39,28,17,1,0
54,23,43,2,0
91,22,21,2,0
80,23,25,2,0
72,20,25,2,0
45,23,21,1,0
76,15,15,1,0
72,7,27,1,0
14,82,13,2,0
6,79,29,1,0
6,79,28,1,0
39,71,35,1,0
74,46,13,1,0
57,38,15,1,0
57,38,28,1,0
18,37,12,1,0
39,28,67,1,0
68,87,0,3,0
51,98,0,4,0
51,45,13,1,0
48,47,20,4,0
21,82,15,1,0
62,79,0,1,0
43,57,0,1,0
98,46,0,1,0
97,3,0,1,0
23,2,0,1,0
9,5,0,1,0
19,21,0,1,0
6,12,34,1,0
23,9,0,1,0
10,99,11,1,0
31,65,0,1,0
9,2,24,1,0
96,79,0,1,0
64,20,0,1,0
64,37,0,1,0
6,55,0,1,0
3,47,0,1,0
91,14,0,1,0
31,49,0,1,0
21,46,0,1,0
36,60,0,1,0
69,38,16,1,0
69,38,16,1,0
22,45,13,1,0
